OCEAN,SAMPLEID,LATITUDE,LONGITUDE,SIO2,TIO2,AL2O3,FE2O3,FE2O3T,FEO,FEOT,FEO_TOTAL,MGO,CAO,NA2O,K2O,P2O5,MNO
Atlantic,ODP0209-1271A-04-002/054-061,15.04,-44.95,34.47,0.03,0.69,,9.89,2.87,,11.77,40.18,,0.15,,,0.11
Atlantic,ODP0209-1271B-01-001/051-056,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-01-001/051-056,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-01-001/051-056,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-01-001/051-056,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-01-001/051-056,15.04,-44.95,0.13,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-01-001/051-056,15.04,-44.95,47.36,0.05,3.42,,3.82,2.76,,6.20,30.12,6.51,0.22,,,0.15
Atlantic,ODP0209-1271B-010-001/030-035,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-010-001/030-035,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-010-001/030-035,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-010-001/030-035,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-010-001/030-035,15.04,-44.95,0.01,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-010-001/030-035,15.04,-44.95,40.65,,0.56,,8.77,2.71,,10.60,39.77,0.28,0.17,,,0.10
Atlantic,ODP0209-1271B-011-001/113-121,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-011-001/113-121,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-011-001/113-121,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-011-001/113-121,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-011-001/113-121,15.04,-44.95,,37.29,0.03,,0.96,12.82,,13.68,9.72,0.10,1.20,0.10,0.01,36.57
Atlantic,ODP0209-1271B-017-001/061-069,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-017-001/061-069,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-017-001/061-069,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-017-001/061-069,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-017-001/061-069,15.04,-44.95,,34.27,0.01,,0.19,14.55,,14.72,8.08,0.10,0.03,0.06,0.01,40.95
Atlantic,ODP0209-1271B-017-001/098-102,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-017-001/098-102,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-017-001/098-102,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-017-001/098-102,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-017-001/098-102,15.04,-44.95,0.01,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-017-001/098-102,15.04,-44.95,37.08,,0.58,,8.46,2.33,,9.94,39.73,,0.15,,,0.08
Atlantic,ODP0209-1271B-020-001/020-026,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-020-001/020-026,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-020-001/020-026,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-020-001/020-026,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-020-001/020-026,15.04,-44.95,0.01,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-020-001/020-026,15.04,-44.95,33.08,,0.81,,8.92,2.50,,10.53,40.47,0.09,0.14,,,0.12
Atlantic,ODP0209-1271B-06-001/027-033,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-06-001/027-033,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-06-001/027-033,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-06-001/027-033,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-06-001/027-033,15.04,-44.95,0.00,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-06-001/027-033,15.04,-44.95,35.36,,0.56,,9.10,2.32,,10.51,40.65,,0.15,,,0.10
Atlantic,ODP0209-1271B-07-001/015-022,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-07-001/015-022,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-07-001/015-022,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-07-001/015-022,15.04,-44.95,,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-07-001/015-022,15.04,-44.95,0.00,,,,,,,,,,,,,
Atlantic,ODP0209-1271B-07-001/015-022,15.04,-44.95,37.79,,0.61,,11.17,2.65,,12.70,37.91,0.05,0.22,,,0.06
Atlantic,ODP0209-1272A-013-002/014-021,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-013-002/014-021,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-013-002/014-021,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-013-002/014-021,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-013-002/014-021,15.09,-44.97,0.00,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-013-002/014-021,15.09,-44.97,38.35,,0.69,,7.14,2.49,,8.92,39.25,,0.13,,,0.10
Atlantic,ODP0209-1272A-014-001/043-053,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-014-001/043-053,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-014-001/043-053,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-014-001/043-053,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-014-001/043-053,15.09,-44.97,,38.03,0.01,,0.69,14.65,,15.28,7.05,0.10,0.03,0.11,0.01,39.40
Atlantic,ODP0209-1272A-016-001/082-089,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-016-001/082-089,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-016-001/082-089,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-016-001/082-089,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-016-001/082-089,15.09,-44.97,0.00,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-016-001/082-089,15.09,-44.97,38.35,,0.64,,7.18,2.47,,8.93,39.77,,0.18,,,0.09
Atlantic,ODP0209-1272A-019-002/040-048,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-019-002/040-048,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-019-002/040-048,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-019-002/040-048,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-019-002/040-048,15.09,-44.97,0.00,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-019-002/040-048,15.09,-44.97,37.63,,0.52,,7.21,2.34,,8.83,39.75,,0.16,,,0.09
Atlantic,ODP0209-1272A-021-001/027-037,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-021-001/027-037,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-021-001/027-037,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-021-001/027-037,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-021-001/027-037,15.09,-44.97,0.00,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-021-001/027-037,15.09,-44.97,37.51,,0.61,,7.27,2.49,,9.03,39.81,,0.17,,,0.09
Atlantic,ODP0209-1272A-021-001/088-100,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-021-001/088-100,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-021-001/088-100,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-021-001/088-100,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-021-001/088-100,15.09,-44.97,,37.35,0.01,,0.47,15.03,,15.45,7.30,0.09,0.03,0.12,0.01,39.79
Atlantic,ODP0209-1272A-024-001/104-112,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-024-001/104-112,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-024-001/104-112,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-024-001/104-112,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-024-001/104-112,15.09,-44.97,0.00,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-024-001/104-112,15.09,-44.97,37.62,,0.56,,7.39,2.56,,9.21,39.60,0.04,0.11,,,0.10
Atlantic,ODP0209-1272A-025-001/108-118,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-025-001/108-118,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-025-001/108-118,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-025-001/108-118,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-025-001/108-118,15.09,-44.97,0.00,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-025-001/108-118,15.09,-44.97,37.47,,0.62,,7.40,2.40,,9.06,39.75,0.18,0.12,,,0.11
Atlantic,ODP0209-1272A-026-001/050-057,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-026-001/050-057,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-026-001/050-057,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-026-001/050-057,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-026-001/050-057,15.09,-44.97,0.00,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-026-001/050-057,15.09,-44.97,37.67,,0.71,,7.18,2.26,,8.72,39.27,0.11,0.07,,,0.11
Atlantic,ODP0209-1272A-026-003/059-068,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-026-003/059-068,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-026-003/059-068,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-026-003/059-068,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-026-003/059-068,15.09,-44.97,0.00,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-026-003/059-068,15.09,-44.97,37.52,,0.53,,7.27,2.44,,8.98,39.65,0.09,0.08,,,0.09
Atlantic,ODP0209-1272A-027-002/012-020,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-027-002/012-020,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-027-002/012-020,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-027-002/012-020,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-027-002/012-020,15.09,-44.97,0.00,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-027-002/012-020,15.09,-44.97,36.95,,0.53,,7.34,2.48,,9.09,40.16,0.05,0.11,,,0.10
Atlantic,ODP0209-1272A-027-002/078-088,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-027-002/078-088,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-027-002/078-088,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-027-002/078-088,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-027-002/078-088,15.09,-44.97,,37.78,0.01,,0.69,13.69,,14.31,7.29,0.10,0.32,0.09,0.01,39.56
Atlantic,ODP0209-1274A-010-001/003-010,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-010-001/003-010,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-010-001/003-010,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-010-001/003-010,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-010-001/003-010,15.65,-46.68,0.00,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-010-001/003-010,15.65,-46.68,35.13,,0.30,,8.10,2.76,,10.05,42.64,0.18,0.06,,,0.11
Atlantic,ODP0209-1274A-011-001/056-065,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-011-001/056-065,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-011-001/056-065,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-011-001/056-065,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-011-001/056-065,15.65,-46.68,,38.66,0.01,,0.64,12.69,,13.27,7.29,0.11,0.63,0.05,0.01,39.90
Atlantic,ODP0209-1274A-012-001/134-142,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-012-001/134-142,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-012-001/134-142,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-012-001/134-142,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-012-001/134-142,15.65,-46.68,0.01,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-012-001/134-142,15.65,-46.68,37.78,,0.65,,7.42,2.55,,9.23,39.84,0.50,0.09,,,0.11
Atlantic,ODP0209-1274A-014-001/030-036,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-014-001/030-036,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-014-001/030-036,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-014-001/030-036,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-014-001/030-036,15.65,-46.68,0.01,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-014-001/030-036,15.65,-46.68,38.65,0.02,0.69,,7.56,2.78,,9.58,40.06,0.53,0.08,,,0.11
Atlantic,ODP0209-1274A-015-001/106-114,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-015-001/106-114,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-015-001/106-114,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-015-001/106-114,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-015-001/106-114,15.65,-46.68,0.00,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-015-001/106-114,15.65,-46.68,35.46,,0.22,,7.82,2.23,,9.27,41.05,0.17,0.08,,,0.10
Atlantic,ODP0209-1274A-015-002/039-046,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-015-002/039-046,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-015-002/039-046,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-015-002/039-046,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-015-002/039-046,15.65,-46.68,0.00,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-015-002/039-046,15.65,-46.68,37.56,,0.49,,7.60,2.90,,9.74,40.39,0.43,0.09,,,0.10
Atlantic,ODP0209-1274A-016-001/044-052,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-016-001/044-052,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-016-001/044-052,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-016-001/044-052,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-016-001/044-052,15.65,-46.68,0.00,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-016-001/044-052,15.65,-46.68,37.20,0.02,0.40,,7.80,2.30,,9.32,40.45,0.39,0.06,,,0.09
Atlantic,ODP0209-1274A-016-002/026-038,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-016-002/026-038,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-016-002/026-038,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-016-002/026-038,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-016-002/026-038,15.65,-46.68,,35.72,0.01,,0.20,15.36,,15.54,7.65,0.09,0.13,0.06,0.01,41.08
Atlantic,ODP0209-1274A-017-001/121-129,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-017-001/121-129,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-017-001/121-129,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-017-001/121-129,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-017-001/121-129,15.65,-46.68,0.01,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-017-001/121-129,15.65,-46.68,39.00,,0.87,,7.28,2.86,,9.41,39.73,0.73,0.04,,,0.12
Atlantic,ODP0209-1274A-018-001/083-093,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-018-001/083-093,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-018-001/083-093,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-018-001/083-093,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-018-001/083-093,15.65,-46.68,0.01,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-018-001/083-093,15.65,-46.68,39.21,,0.99,,7.28,3.08,,9.63,39.74,0.52,0.06,,,0.12
Atlantic,ODP0209-1274A-020-001/121-126,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-020-001/121-126,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-020-001/121-126,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-020-001/121-126,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-020-001/121-126,15.65,-46.68,0.00,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-020-001/121-126,15.65,-46.68,35.27,,0.10,,8.19,2.36,,9.73,41.26,,0.08,,,0.10
Atlantic,ODP0209-1274A-022-001/024-032,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-022-001/024-032,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-022-001/024-032,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-022-001/024-032,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-022-001/024-032,15.65,-46.68,0.00,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-022-001/024-032,15.65,-46.68,38.70,,0.70,,6.89,2.71,,8.91,40.02,0.21,0.10,,,0.10
Atlantic,ODP0209-1274A-024-001/016-026,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-024-001/016-026,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-024-001/016-026,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-024-001/016-026,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-024-001/016-026,15.65,-46.68,,37.16,0.06,,0.75,13.74,,14.42,7.66,0.11,0.28,0.27,0.01,38.23
Atlantic,ODP0209-1274A-027-001/130-140,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-027-001/130-140,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-027-001/130-140,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-027-001/130-140,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-027-001/130-140,15.65,-46.68,,38.08,0.01,,0.48,12.73,,13.16,7.48,0.09,0.37,0.18,0.01,40.91
Atlantic,ODP0209-1274A-027-002/005-011,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-027-002/005-011,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-027-002/005-011,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-027-002/005-011,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-027-002/005-011,15.65,-46.68,0.00,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-027-002/005-011,15.65,-46.68,37.90,,0.67,,7.51,2.90,,9.66,40.55,0.35,0.08,,,0.10
Atlantic,ODP0209-1274A-03-001/111-120,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-03-001/111-120,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-03-001/111-120,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-03-001/111-120,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-03-001/111-120,15.65,-46.68,0.01,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-03-001/111-120,15.65,-46.68,39.37,,0.67,,7.87,3.83,,10.91,41.52,0.55,0.07,,,0.11
Atlantic,ODP0209-1274A-03-001/061-071,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-03-001/061-071,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-03-001/061-071,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-03-001/061-071,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-03-001/061-071,15.65,-46.68,,37.89,0.01,,0.51,12.28,,12.74,7.65,0.11,0.52,0.04,0.01,40.51
Atlantic,ODP0209-1274A-05-002/025-035,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-05-002/025-035,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-05-002/025-035,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-05-002/025-035,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-05-002/025-035,15.65,-46.68,,37.94,0.01,,0.57,13.32,,13.83,7.50,0.11,0.41,0.05,0.01,40.79
Atlantic,ODP0209-1274A-06-002/128-135,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-06-002/128-135,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-06-002/128-135,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-06-002/128-135,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-06-002/128-135,15.65,-46.68,0.01,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-06-002/128-135,15.65,-46.68,40.05,,0.71,,7.77,3.86,,10.85,40.64,0.77,0.05,,,0.11
Atlantic,ODP0209-1274A-06-003/024-034,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-06-003/024-034,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-06-003/024-034,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-06-003/024-034,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-06-003/024-034,15.65,-46.68,,39.62,0.01,,0.64,10.48,,11.06,7.65,0.11,0.85,0.05,0.01,40.77
Atlantic,ODP0209-1274A-08-001/072-082,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-08-001/072-082,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-08-001/072-082,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-08-001/072-082,15.65,-46.68,,,,,,,,,,,,,,
Atlantic,ODP0209-1274A-08-001/072-082,15.65,-46.68,,35.69,0.01,,0.13,13.95,,14.07,8.13,0.10,0.19,0.07,0.01,42.47
Atlantic,ODP0209-1272A-013R-001/128-133,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-013R-001/128-133,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-013R-001/128-133,15.09,-44.97,37.84,0.01,0.64,7.03,,,,7.03,40.24,0.03,0.12,0.01,0.01,0.10
Atlantic,ODP0209-1272A-013R-002/016-021,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-013R-002/016-021,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-013R-002/016-021,15.09,-44.97,37.75,0.01,0.65,7.04,,,,7.04,39.99,0.03,0.10,0.01,0.01,0.10
Atlantic,ODP0209-1272A-017R-001/102-107,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-017R-001/102-107,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-017R-001/102-107,15.09,-44.97,37.45,0.01,0.57,7.15,,,,7.15,40.30,0.03,0.12,0.01,0.01,0.09
Atlantic,ODP0209-1272A-021R-001/127-132,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-021R-001/127-132,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-021R-001/127-132,15.09,-44.97,37.11,0.01,0.55,7.21,,,,7.21,40.14,0.03,0.10,0.01,0.01,0.10
Atlantic,ODP0209-1272A-021R-001/031-036,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-021R-001/031-036,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-021R-001/031-036,15.09,-44.97,36.97,0.01,0.54,7.20,,,,7.20,40.48,0.03,0.10,0.01,0.01,0.09
Atlantic,ODP0209-1272A-021R-002/077-081,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-021R-002/077-081,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-021R-002/077-081,15.09,-44.97,37.17,0.01,0.52,7.03,,,,7.03,38.56,0.02,0.09,0.02,0.01,0.10
Atlantic,ODP0209-1272A-023R-001/026-029,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-023R-001/026-029,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-023R-001/026-029,15.09,-44.97,33.62,0.01,0.07,7.63,,,,7.63,42.04,0.03,0.10,0.01,0.01,0.10
Atlantic,ODP0209-1272A-024R-001/129-134,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-024R-001/129-134,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-024R-001/129-134,15.09,-44.97,36.81,0.01,0.60,7.10,,,,7.10,39.64,0.06,0.09,0.01,0.01,0.10
Atlantic,ODP0209-1272A-024R-002/040-045,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-024R-002/040-045,15.09,-44.97,,,,,,,,,,,,,,
Atlantic,ODP0209-1272A-024R-002/040-045,15.09,-44.97,36.78,0.01,0.47,7.43,,,,7.43,39.93,0.05,0.08,0.01,0.01,0.09
