OCEAN,SAMPLEID,LATITUDE,LONGITUDE,SIO2,TIO2,AL2O3,FE2O3,FE2O3T,FEO,FEOT,FEO_TOTAL,MGO,CAO,NA2O,K2O,P2O5,MNO
Atlantic,ODP0153-0920D-002R-001/133-138,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-002R-001/133-138,23.34,-45.02,45.74,0.11,3.40,12.05,,,10.84,10.84,34.17,4.19,0.14,,0.04,0.26
Atlantic,ODP0153-0920D-002R-001/021-027,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-002R-001/021-027,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-002R-001/021-027,23.34,-45.02,44.75,0.03,1.49,9.30,,,8.37,8.37,43.56,0.33,,0.01,,0.12
Atlantic,ODP0153-0920D-002R-001/045-051,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-002R-001/045-051,23.34,-45.02,45.55,0.05,1.58,10.34,,,9.30,9.30,40.49,0.77,,,0.02,0.13
Atlantic,ODP0153-0920D-003R-001/130-136,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-003R-001/130-136,23.34,-45.02,45.01,0.02,1.54,9.01,,,8.11,8.11,42.73,,,,,0.13
Atlantic,ODP0153-0920D-003R-001/038-041,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-003R-001/038-041,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-003R-001/038-041,23.34,-45.02,44.09,0.02,1.43,9.21,,,8.29,8.29,44.17,0.07,,,,0.12
Atlantic,ODP0153-0920D-004R-001/080-084,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-004R-001/080-084,23.34,-45.02,46.54,0.04,1.78,8.47,,,7.62,7.62,40.54,1.30,0.07,0.03,0.04,0.13
Atlantic,ODP0153-0920D-004R-002/045-051,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-004R-002/045-051,23.34,-45.02,43.97,0.02,1.38,9.13,,,8.22,8.22,43.49,,,,,0.12
Atlantic,ODP0153-0920D-004R-002/097-100,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-004R-002/097-100,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-004R-002/097-100,23.34,-45.02,45.09,0.02,1.49,9.04,,,8.13,8.13,42.74,0.39,,,0.01,0.12
Atlantic,ODP0153-0920D-005R-001/071-074,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-005R-001/071-074,23.34,-45.02,43.93,0.03,1.45,8.84,,,7.96,7.96,44.19,0.42,0.05,0.03,0.01,0.14
Atlantic,ODP0153-0920D-005R-002/013-019,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-005R-002/013-019,23.34,-45.02,43.83,0.03,1.54,9.08,,,8.17,8.17,44.48,0.02,0.06,0.02,0.01,0.12
Atlantic,ODP0153-0920D-005R-002/033-039,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-005R-002/033-039,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-005R-002/033-039,23.34,-45.02,43.51,0.02,1.57,9.21,,,8.29,8.29,43.99,0.10,,,,0.14
Atlantic,ODP0153-0920D-005R-004/000-005,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-005R-004/000-005,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-005R-004/000-005,23.34,-45.02,44.64,0.02,1.45,9.02,,,8.12,8.12,43.60,0.01,,,,0.15
Atlantic,ODP0153-0920D-005R-004/019-025,23.34,-45.02,44.65,0.03,1.39,9.38,,,8.44,8.44,43.85,0.04,0.06,0.02,0.01,0.13
Atlantic,ODP0153-0920D-006R-001/082-088,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-006R-001/082-088,23.34,-45.02,44.94,0.02,1.49,9.07,,,8.16,8.16,42.46,0.15,,,0.01,0.12
Atlantic,ODP0153-0920D-006R-002/045-051,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-006R-002/045-051,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-006R-002/045-051,23.34,-45.02,44.81,0.01,1.29,9.29,,,8.36,8.36,43.66,0.02,,,,0.13
Atlantic,ODP0153-0920D-007R-001/076-083,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-007R-001/076-083,23.34,-45.02,45.77,0.43,1.98,12.92,,,11.63,11.63,35.79,2.26,0.17,,0.04,0.18
Atlantic,ODP0153-0920D-008R-001/123-127,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-008R-001/123-127,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-008R-001/123-127,23.34,-45.02,43.71,0.01,1.31,9.60,,,8.64,8.64,43.61,0.08,,,,0.14
Atlantic,ODP0153-0920D-008R-002/082-090,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-008R-002/082-090,23.34,-45.02,44.92,0.03,1.67,9.37,,,8.43,8.43,42.59,0.38,,,0.01,0.13
Atlantic,ODP0153-0920B-008R-004/112-115/PC-11,23.34,-45.02,,,,,,,,,,,0.09,0.03,,
Atlantic,ODP0153-0920B-008R-004/112-115/PC-11,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920B-008R-004/112-115/PC-11,23.34,-45.02,39.50,0.02,1.13,7.50,,,,7.50,38.40,0.24,,,0.01,0.12
Atlantic,ODP0153-0920D-016R-001/104-110/PC-5D,23.34,-45.02,,,,,,,,,,,0.09,0.01,,
Atlantic,ODP0153-0920D-016R-001/104-110/PC-5D,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-016R-001/104-110/PC-5D,23.34,-45.02,38.30,0.01,1.12,8.09,,,,8.09,38.70,0.83,,,0.01,0.11
Atlantic,ODP0153-0920D-019R-001/045-051/PC-5,23.34,-45.02,,,,,,,,,,,0.07,0.00,,
Atlantic,ODP0153-0920D-019R-001/045-051/PC-5,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-019R-001/045-051/PC-5,23.34,-45.02,39.00,0.01,1.26,8.26,,,,8.26,37.70,0.30,,,0.01,0.12
Atlantic,ODP0153-0920D-020R-005/061-067/PC-4,23.34,-45.02,,,,,,,,,,,0.08,0.01,,
Atlantic,ODP0153-0920D-020R-005/061-067/PC-4,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-020R-005/061-067/PC-4,23.34,-45.02,39.20,0.02,1.31,7.93,,,,7.93,37.80,0.65,,,0.01,0.11
Atlantic,ODP0153-0920D-021R-002/115-122/PC-5B,23.34,-45.02,,,,,,,,,,,0.07,0.01,,
Atlantic,ODP0153-0920D-021R-002/115-122/PC-5B,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-021R-002/115-122/PC-5B,23.34,-45.02,38.10,0.02,1.15,7.95,,,,7.95,38.80,0.35,,,0.01,0.12
Atlantic,ODP0153-0920D-022R-004/025-031/PC-1B,23.34,-45.02,,,,,,,,,,,0.08,0.01,,
Atlantic,ODP0153-0920D-022R-004/025-031/PC-1B,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-022R-004/025-031/PC-1B,23.34,-45.02,39.40,0.01,1.20,8.04,,,,8.04,38.80,1.18,,,0.01,0.12
Atlantic,ODP0153-0920B-013R-001/040-047/PC-2C,23.34,-45.02,,,,,,,,,,,0.06,0.01,,
Atlantic,ODP0153-0920B-013R-001/040-047/PC-2C,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920B-013R-001/040-047/PC-2C,23.34,-45.02,38.15,0.01,1.07,7.92,,,,7.92,38.80,0.69,,,0.01,0.11
Atlantic,ODP0153-0920D-003R-001/070-077/PC-6,23.34,-45.02,,,,,,,,,,,0.06,0.03,,
Atlantic,ODP0153-0920D-003R-001/070-077/PC-6,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-003R-001/070-077/PC-6,23.34,-45.02,38.70,0.02,1.20,8.15,,,,8.15,38.50,0.14,,,0.01,0.09
Atlantic,ODP0153-0920D-005R-001/020-026/PC-4,23.34,-45.02,,,,,,,,,,,0.06,0.02,,
Atlantic,ODP0153-0920D-005R-001/020-026/PC-4,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-005R-001/020-026/PC-4,23.34,-45.02,37.90,0.02,1.21,7.92,,,,7.92,38.90,0.06,,,0.01,0.12
Atlantic,ODP0153-0920D-014R-004/095-103/PC-6,23.34,-45.02,,,,,,,,,,,0.05,0.02,,
Atlantic,ODP0153-0920D-014R-004/095-103/PC-6,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-014R-004/095-103/PC-6,23.34,-45.02,39.30,0.01,1.30,8.31,,,,8.31,38.65,0.94,,,0.01,0.12
Atlantic,KNO0054-ST023-D010,18.73,-81.80,,,,,,,,,,,,,,
Atlantic,KNO0054-ST023-D032,18.73,-81.80,,,,,,,,,,,,,,
Atlantic,KNO0054-ST023-D041,18.73,-81.80,,,,,,,,,,,,,,
Atlantic,OCE0023-001-011,18.00,-82.00,,,,,,,,,,,,,,
Atlantic,OCE0023-001-014,18.00,-82.00,,,,,,,,,,,,,,
Atlantic,OCE0023-011-073,18.00,-82.00,,,,,,,,,,,,,,
Atlantic,OCE0023-011-077,18.00,-82.00,,,,,,,,,,,,,,
Atlantic,ODP0109-0670A-005R-001/135-139,23.17,-45.32,,,,,,,,,,,,,,
Atlantic,ODP0109-0670A-005R-001/135-139,23.17,-45.32,,,,,,,,,,,,,,
Atlantic,ODP0109-0670A-005R-001/135-139,23.17,-45.32,,,,,,,,,,,,,,
Atlantic,ODP0109-0670A-005R-001/135-139,23.17,-45.32,,,,,,,,,,,,,,
Atlantic,ODP0109-0670A-005R-002/000-004,23.17,-45.32,,,,,,,,,,,,,,
Atlantic,ODP0109-0670A-005R-002/000-004,23.17,-45.32,,,,,,,,,,,,,,
Atlantic,ODP0153-0920B-012R-005/059-065,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920B-012R-005/059-065,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920B-012R-005/059-065,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920B-012R-005/059-065,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920B-012R-005/059-065,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920B-013R-001/082-088,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920B-013R-001/082-088,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920B-013R-001/082-088,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920B-013R-001/082-088,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920B-003R-001/115-120,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920B-003R-001/115-120,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920B-003R-001/115-120,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920B-003R-001/115-120,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920B-006R-001/074-083,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920B-006R-001/074-083,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-016R-001/014-020,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-016R-001/014-020,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-016R-001/014-020,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-016R-001/014-020,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-022R-004/011-016,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-022R-004/011-016,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,ODP0153-0920D-008R-002/124-128,23.34,-45.02,,,,,,,,,,,,,,
Atlantic,DY0105-017-001,14.75,-44.98,,,,,,,,,,,,,,
Atlantic,DY0105-017-001,14.75,-44.98,,,,,,,,,,,,,,
Atlantic,DY0105-017-001,14.75,-44.98,43.46,0.05,0.60,9.16,,,,9.16,45.64,0.75,0.20,0.02,0.01,0.12
Atlantic,DY0105-017-002,14.75,-44.98,,,,,,,,,,,,,,
Atlantic,DY0105-017-002,14.75,-44.98,,,,,,,,,,,,,,
Atlantic,DY0105-017-002,14.75,-44.98,44.28,0.04,0.71,8.89,,,,8.89,45.48,0.27,0.22,0.02,0.01,0.09
Atlantic,DY0105-017-003,14.75,-44.98,,,,,,,,,,,,,,
Atlantic,DY0105-017-003,14.75,-44.98,,,,,,,,,,,,,,
Atlantic,DY0105-017-003,14.75,-44.98,45.31,0.01,0.47,10.21,,,,10.21,43.74,0.06,0.12,0.02,0.01,0.06
Atlantic,DY0105-017-004,14.75,-44.98,,,,,,,,,,,,,,
Atlantic,DY0105-017-005,14.75,-44.98,,,,,,,,,,,,,,
Atlantic,DY0105-017-005,14.75,-44.98,,,,,,,,,,,,,,
Atlantic,DY0105-017-005,14.75,-44.98,45.85,0.02,0.85,8.93,,,,8.93,43.95,0.10,0.18,0.03,0.01,0.08
Atlantic,DY0105-017-006,14.75,-44.98,,,,,,,,,,,,,,
Atlantic,DY0105-017-006,14.75,-44.98,,,,,,,,,,,,,,
Atlantic,DY0105-017-006,14.75,-44.98,61.86,0.04,0.43,6.40,,,,6.40,30.61,0.34,0.23,0.02,,0.06
Atlantic,ODP0149-0897C-063R-002/112-118,40.84,-12.47,,,,,,,0.31,,,,,,,
Atlantic,ODP0149-0897C-063R-002/112-118,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-063R-002/112-118,40.84,-12.47,25.84,,0.50,1.21,,3.88,,4.97,22.39,21.72,0.10,,0.08,0.17
Atlantic,ODP0149-0897C-064R-005/000-011,40.84,-12.47,,,,,,,0.32,,,,,,,
Atlantic,ODP0149-0897C-064R-005/000-011,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-064R-005/000-011,40.84,-12.47,32.44,0.11,7.85,1.19,,3.69,,4.76,25.52,9.87,0.33,0.12,0.08,0.13
Atlantic,ODP0149-0897C-064R-005/090-093,40.84,-12.47,,,,,,,0.54,,,,,,,
Atlantic,ODP0149-0897C-064R-005/090-093,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-064R-005/090-093,40.84,-12.47,47.28,0.22,10.57,1.87,,3.46,,5.14,17.90,11.57,0.60,0.21,0.04,0.13
Atlantic,ODP0149-0897C-065R-002/065-074,40.84,-12.47,,,,,,,6.63,6.63,,,,,,
Atlantic,ODP0149-0897C-065R-002/065-074,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-065R-002/065-074,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-065R-002/065-074,40.84,-12.47,36.41,,0.66,1.73,,5.07,,,32.67,5.32,0.13,0.10,0.08,0.14
Atlantic,ODP0149-0897C-066R-004/030-040,40.84,-12.47,,,,,,,7.13,7.13,,,,,,
Atlantic,ODP0149-0897C-066R-004/030-040,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-066R-004/030-040,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-066R-004/030-040,40.84,-12.47,36.14,0.05,2.36,4.10,,3.43,,,39.50,0.23,,0.07,0.09,0.11
Atlantic,ODP0149-0897C-066R-004/061-063,40.84,-12.47,,,,,,,5.53,5.53,,,,,,
Atlantic,ODP0149-0897C-066R-004/061-063,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-066R-004/061-063,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-066R-004/061-063,40.84,-12.47,38.85,0.11,14.43,1.45,,4.22,,,22.95,7.67,0.27,0.29,0.05,0.12
Atlantic,ODP0149-0897C-067R-001/024-027,40.84,-12.47,,,,,,,5.26,5.26,,,,,,
Atlantic,ODP0149-0897C-067R-001/024-027,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-067R-001/024-027,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-067R-001/024-027,40.84,-12.47,37.46,0.21,9.33,1.71,,3.72,,,31.22,2.46,0.14,0.12,0.07,0.14
Atlantic,ODP0149-0897C-067R-001/033-036,40.84,-12.47,,,,,,,4.75,4.75,,,,,,
Atlantic,ODP0149-0897C-067R-001/033-036,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-067R-001/033-036,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-067R-001/033-036,40.84,-12.47,33.28,0.20,8.72,1.83,,3.10,,,36.81,1.35,0.01,,0.05,0.13
Atlantic,ODP0149-0897C-067R-002/045-050,40.84,-12.47,,,,,,,5.41,5.41,,,,,,
Atlantic,ODP0149-0897C-067R-002/045-050,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-067R-002/045-050,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-067R-002/045-050,40.84,-12.47,41.49,0.17,6.20,1.36,,4.18,,,32.22,2.62,0.06,,0.06,0.09
Atlantic,ODP0149-0897C-067R-003/012-018,40.84,-12.47,,,,,,,6.50,6.50,,,,,,
Atlantic,ODP0149-0897C-067R-003/012-018,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-067R-003/012-018,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-067R-003/012-018,40.84,-12.47,42.68,0.11,8.51,1.63,,5.03,,,27.90,5.04,0.44,0.12,0.05,0.11
Atlantic,ODP0149-0897C-067R-003/056-060,40.84,-12.47,,,,,,,6.98,6.98,,,,,,
Atlantic,ODP0149-0897C-067R-003/056-060,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-067R-003/056-060,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-067R-003/056-060,40.84,-12.47,42.71,0.15,8.78,1.75,,5.41,,,27.34,5.65,0.34,,0.07,0.12
Atlantic,ODP0149-0897C-071R-001/108-113,40.84,-12.47,,,,,,,5.74,5.74,,,,,,
Atlantic,ODP0149-0897C-071R-001/108-113,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-071R-001/108-113,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-071R-001/108-113,40.84,-12.47,33.24,0.01,0.39,3.81,,2.31,,,41.02,0.04,0.04,,0.07,0.09
Atlantic,ODP0149-0897C-071R-002/055-060,40.84,-12.47,,,,,,,5.65,5.65,,,,,,
Atlantic,ODP0149-0897C-071R-002/055-060,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-071R-002/055-060,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-071R-002/055-060,40.84,-12.47,32.85,0.01,0.56,3.99,,2.06,,,41.30,0.08,0.18,0.15,0.09,0.08
Atlantic,ODP0149-0897C-071R-003/027-036,40.84,-12.47,,,,,,,6.17,6.17,,,,,,
Atlantic,ODP0149-0897C-071R-003/027-036,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-071R-003/027-036,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-071R-003/027-036,40.84,-12.47,33.75,0.02,0.49,4.43,,2.18,,,41.77,0.07,0.05,,0.11,0.09
Atlantic,ODP0149-0897C-072R-001/102-112,40.84,-12.47,,,,,,,6.17,6.17,,,,,,
Atlantic,ODP0149-0897C-072R-001/102-112,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-072R-001/102-112,40.84,-12.47,33.31,,0.35,3.27,,3.14,,,40.78,0.03,0.05,,0.08,0.09
Atlantic,ODP0149-0897C-072R-001/016-023,40.84,-12.47,,,,,,,6.12,6.12,,,,,,
Atlantic,ODP0149-0897C-072R-001/016-023,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-072R-001/016-023,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-072R-001/016-023,40.84,-12.47,34.24,0.02,0.47,4.23,,2.31,,,40.78,0.04,0.06,,0.08,0.10
Atlantic,ODP0149-0897C-072R-002/113-123,40.84,-12.47,,,,,,,6.18,6.18,,,,,,
Atlantic,ODP0149-0897C-072R-002/113-123,40.84,-12.47,,,,,,,,,,,,,,
Atlantic,ODP0149-0897C-072R-002/113-123,40.84,-12.47,33.74,,0.57,3.89,,2.68,,,40.59,0.04,0.08,0.07,0.08,0.09
Atlantic,ODP0149-0897D-019R-001/116-120,40.84,-12.48,,,,,,,3.95,3.95,,,,,,
Atlantic,ODP0149-0897D-019R-001/116-120,40.84,-12.48,,,,,,,,,,,,,,
Atlantic,ODP0149-0897D-019R-001/116-120,40.84,-12.48,,,,,,,,,,,,,,
Atlantic,ODP0149-0897D-019R-001/116-120,40.84,-12.48,30.86,0.09,3.52,1.46,,2.64,,,40.49,0.24,0.13,,0.08,0.09
Atlantic,ODP0149-0897D-019R-001/042-044,40.84,-12.48,,,,,,,5.96,5.96,,,,,,
Atlantic,ODP0149-0897D-019R-001/042-044,40.84,-12.48,,,,,,,,,,,,,,
Atlantic,ODP0149-0897D-019R-001/042-044,40.84,-12.48,,,,,,,,,,,,,,
Atlantic,ODP0149-0897D-019R-001/042-044,40.84,-12.48,33.16,0.03,1.89,2.56,,3.65,,,40.51,0.13,0.10,0.10,0.09,0.09
Atlantic,ODP0149-0897D-019R-001/095-101,40.84,-12.48,,,,,,,5.15,5.15,,,,,,
Atlantic,ODP0149-0897D-019R-001/095-101,40.84,-12.48,,,,,,,,,,,,,,
Atlantic,ODP0149-0897D-019R-001/095-101,40.84,-12.48,,,,,,,,,,,,,,
Atlantic,ODP0149-0897D-019R-001/095-101,40.84,-12.48,31.50,0.08,6.72,2.42,,2.97,,,38.64,0.12,0.03,,0.09,0.13
Atlantic,ODP0149-0897D-019R-002/089-098,40.84,-12.48,,,,,,,5.00,5.00,,,,,,
Atlantic,ODP0149-0897D-019R-002/089-098,40.84,-12.48,,,,,,,,,,,,,,
Atlantic,ODP0149-0897D-019R-002/089-098,40.84,-12.48,33.28,0.05,3.27,1.89,,3.30,,,39.93,0.18,0.17,0.20,0.10,0.10
Atlantic,ODP0149-0897D-019R-004/114-116,40.84,-12.48,,,,,,,7.27,7.27,,,,,,
Atlantic,ODP0149-0897D-019R-004/114-116,40.84,-12.48,,,,,,,,,,,,,,
Atlantic,ODP0149-0897D-019R-004/114-116,40.84,-12.48,33.75,0.13,7.76,3.19,,4.40,,,33.31,0.84,0.10,0.17,0.06,0.13
Atlantic,ODP0149-0897D-019R-005/107-113,40.84,-12.48,,,,,,,6.34,6.34,,,,,,
Atlantic,ODP0149-0897D-019R-005/107-113,40.84,-12.48,,,,,,,,,,,,,,
Atlantic,ODP0149-0897D-019R-005/107-113,40.84,-12.48,36.97,0.09,6.93,2.51,,4.08,,,31.49,3.88,0.06,0.10,0.06,0.12
Atlantic,ODP0149-0897D-020R-001/064-071,40.84,-12.48,,,,,,,6.83,6.83,,,,,,
Atlantic,ODP0149-0897D-020R-001/064-071,40.84,-12.48,,,,,,,,,,,,,,
Atlantic,ODP0149-0897D-020R-001/064-071,40.84,-12.48,35.58,0.02,0.78,4.46,,2.82,,,40.48,0.19,0.09,,0.09,0.09
Atlantic,ODP0149-0897D-020R-002/088-094,40.84,-12.48,,,,,,,6.94,6.94,,,,,,
Atlantic,ODP0149-0897D-020R-002/088-094,40.84,-12.48,,,,,,,,,,,,,,
Atlantic,ODP0149-0897D-020R-002/088-094,40.84,-12.48,35.40,0.02,0.97,4.66,,2.75,,,40.53,0.16,0.09,,0.11,0.09
Atlantic,ODP0149-0897D-020R-003/005-008,40.84,-12.48,,,,,,,5.53,5.53,,,,,,
Atlantic,ODP0149-0897D-020R-003/005-008,40.84,-12.48,,,,,,,,,,,,,,
Atlantic,ODP0149-0897D-020R-003/005-008,40.84,-12.48,34.47,0.15,8.91,2.64,,3.15,,,33.87,1.10,0.07,0.09,0.09,0.14
Atlantic,ODP0149-0897D-021R-001/034-039,40.84,-12.48,,,,,,,6.35,6.35,,,,,,
Atlantic,ODP0149-0897D-021R-001/034-039,40.84,-12.48,,,,,,,,,,,,,,
Atlantic,ODP0149-0897D-021R-001/034-039,40.84,-12.48,33.76,0.02,0.47,3.77,,2.96,,,40.36,0.14,0.21,,0.10,0.09
Atlantic,ODP0149-0897D-021R-002/042-048,40.84,-12.48,,,,,,,5.97,5.97,,,,,,
Atlantic,ODP0149-0897D-021R-002/042-048,40.84,-12.48,,,,,,,,,,,,,,
Atlantic,ODP0149-0897D-021R-002/042-048,40.84,-12.48,33.82,,0.49,3.93,,2.43,,,40.70,0.15,0.27,0.08,0.12,0.09
Atlantic,ODP0149-0897D-021R-003/062-068,40.84,-12.48,,,,,,,6.50,6.50,,,,,,
Atlantic,ODP0149-0897D-021R-003/062-068,40.84,-12.48,,,,,,,,,,,,,,
Atlantic,ODP0149-0897D-021R-003/062-068,40.84,-12.48,33.87,0.02,0.36,5.20,,1.81,,,41.40,0.13,0.18,,0.10,0.10
Atlantic,ODP0149-0897D-021R-004/072-078,40.84,-12.48,,,,,,,6.04,6.04,,,,,,
Atlantic,ODP0149-0897D-021R-004/072-078,40.84,-12.48,,,,,,,,,,,,,,
Atlantic,ODP0149-0897D-021R-004/072-078,40.84,-12.48,33.45,0.01,0.54,3.83,,2.59,,,40.90,0.15,0.22,,0.10,0.09
Atlantic,ODP0149-0897D-023R-001/053-058,40.84,-12.48,,,,,,,7.10,7.10,,,,,,
Atlantic,ODP0149-0897D-023R-001/053-058,40.84,-12.48,,,,,,,,,,,,,,
Atlantic,ODP0149-0897D-023R-001/053-058,40.84,-12.48,32.69,0.02,0.24,4.66,,2.90,,,41.06,0.11,0.04,,0.09,0.09
Atlantic,ODP0149-0897D-023R-002/066-072,40.84,-12.48,,,,,,,6.53,6.53,,,,,,
Atlantic,ODP0149-0897D-023R-002/066-072,40.84,-12.48,,,,,,,,,,,,,,
Atlantic,ODP0149-0897D-023R-002/066-072,40.84,-12.48,32.48,0.02,0.07,3.92,,3.00,,,41.13,0.10,0.07,,0.17,0.10
Atlantic,ODP0149-0897D-023R-003/011-017,40.84,-12.48,,,,,,,6.48,6.48,,,,,,
Atlantic,ODP0149-0897D-023R-003/011-017,40.84,-12.48,,,,,,,,,,,,,,
Atlantic,ODP0149-0897D-023R-003/011-017,40.84,-12.48,34.81,0.02,0.48,3.85,,3.01,,,40.23,0.18,0.08,,0.11,0.10
Atlantic,ODP0149-0897D-023R-005/129-137,40.84,-12.48,,,,,,,6.80,6.80,,,,,,
Atlantic,ODP0149-0897D-023R-005/129-137,40.84,-12.48,,,,,,,,,,,,,,
Atlantic,ODP0149-0897D-023R-005/129-137,40.84,-12.48,35.09,0.01,0.72,4.05,,3.15,,,40.13,0.19,0.15,,0.11,0.10
Atlantic,ODP0149-0897D-024R-001/049-055,40.84,-12.48,,,,,,,6.94,6.94,,,,,,
Atlantic,ODP0149-0897D-024R-001/049-055,40.84,-12.48,,,,,,,,,,,,,,
